Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross
1228,2002-12-25,Pinocchio,45000000,31681811,3681811
1564,2002-12-27,The Pianist,35000000,111854182,32519322
1706,2002-12-27,Chicago,30000000,306771047,170687518
2052,2002-12-27,The Hours,25000000,97030468,41675994
3433,2002-12-27,Nicholas Nickleby,10000000,1562800,1562800
4230,2002-12-27,Sonny,4000000,17639,17639
4899,2002-12-30,Love Lisa,1000000,213137,213137
1875,2002-12-31,Confessions of a Dangerous Mind,29000000,33013805,16007718
103,2003-01-07,Terminator 3: Rise of the Machines,170000000,433058296,150358296
917,2003-01-08,American Wedding,55000000,126425115,104354205
975,2003-01-08,Gigli,54000000,7126002,6087542
809,2003-01-17,Kangaroo Jack,60000000,90723216,66723216
2424,2003-01-17,A Guy Thing,20000000,17430594,15543862
4313,2003-01-17,Cidade de Deus,3300000,32059295,7563397
3011,2003-01-24,Amen,14000000,274299,274299
3716,2003-01-24,Darkness Falls,7000000,47289758,32539681
1980,2003-01-31,Final Destination 2,26000000,90396664,46896664
3274,2003-01-31,The Guru,11000000,24150550,3051221
5061,2003-01-31,The R.M.,500000,1111615,1111615
1845,2003-02-04,The Good Thief,30000000,6460758,3517797
237,2003-02-05,X2,125000000,407711549,214949694
2820,2003-02-05,The Lizzie McGuire Movie,15000000,55534455,42734455
3439,2003-02-05,Owning Mahowny,10000000,1011054,1011054
4890,2003-02-05,Blue Car,1000000,475367,464126
860,2003-02-07,Sinbad: Legend of the Seven Seas,60000000,80767884,26483452
2016,2003-02-07,"Legally Blonde 2: Red, White & Blonde",25000000,125339088,90639088
507,2003-02-14,Daredevil,80000000,182782518,102543518
2343,2003-02-14,The Jungle Book 2,20000000,140122225,47901582
3772,2003-02-14,Gerry,7000000,719699,254683
4886,2003-02-14,All the Real Girls,1000000,703020,549666
960,2003-02-21,Gods and Generals,55000000,12923936,12882934
1098,2003-02-21,The Life of David Gale,50000000,28920188,19694635
2166,2003-02-21,Old School,24000000,86765463,75155000
2893,2003-02-21,Dark Blue,15000000,12262065,9237470
2066,2003-02-28,Cradle 2 the Grave,25000000,56434942,34657731
3431,2003-02-28,Spider,10000000,1641788,1641788
4211,2003-02-28,Poolhall Junkies,4000000,563711,563711
1063,2003-03-10,Out of Time,50000000,55489826,41083108
2323,2003-03-10,School of Rock,20000000,131945303,81261177
3909,2003-03-10,Foolproof,5800000,421021,230312
3932,2003-03-10,Wonderland,5500000,1060512,1060512
4484,2003-03-10,Sur Le Seuil,2500000,2013052,2013052
5053,2003-03-10,The Station Agent,500000,9470209,5801558
5294,2003-03-10,The Work and the Story,103000,16137,16137
949,2003-03-14,The Hunted,55000000,47213095,34234008
2044,2003-03-14,Agent Cody Banks,25000000,58240458,47545060
2469,2003-03-14,Willard,20000000,6882696,6882696
4130,2003-03-14,Spun,4500000,1022649,410241
695,2003-03-21,Dreamcatcher,68000000,75685268,33685268
2898,2003-03-21,Boat Trip,15000000,14933713,8586376
3905,2003-03-21,L'auberge espagnole,5900000,3895664,3895664
4809,2003-03-21,Down & Out with the Dolls,1200000,58936,58936
473,2003-03-28,The Core,85000000,74132631,31111260
1084,2003-03-28,Basic,50000000,42598498,26599248
1507,2003-03-28,Head of State,35200000,38283765,37788228
4982,2003-03-28,Raising Victor Vargas,800000,2900578,2073984
4800,2003-04-03,The Day the Earth Stood Still,1200000,3700000,3700000
1498,2003-04-04,A Man Apart,36000000,43797731,26500000
2063,2003-04-04,What a Girl Wants,25000000,35990505,35990505
3249,2003-04-04,Phone Booth,11000000,97837138,46566212
4390,2003-04-04,DysFunkTional Family,3000000,2255000,2255000
3674,2003-04-07,Swimming Pool,7800000,24021282,10130108
996,2003-04-16,Bulletproof Monk,52000000,23010607,23010607
3534,2003-04-16,Chasing Papi,9000000,12657377,6126237
3848,2003-04-16,A Mighty Wind,6000000,18504539,17583468
1919,2003-04-18,Winged Migration,28000000,39134983,11689053
2330,2003-04-18,Holes,20000000,71232214,67383924
2832,2003-04-18,Malibu's Most Wanted,15000000,34499204,34308901
4135,2003-04-18,Lilja 4-ever,4500000,4556982,181655
1898,2003-04-25,Identity,28000000,82183683,52131264
2508,2003-04-25,People I Know,20000000,5694213,121972
2664,2003-04-25,City of Ghosts,17500000,325491,325491
2882,2003-04-25,Confidence,15000000,12212417,12212417
2931,2003-04-25,Steal (Canadian Release),15000000,220944,220944
4199,2003-04-25,The Real Cancun,4000000,3816594,3816594
1613,2003-05-09,The Order,35000000,11559747,7659747
2690,2003-05-09,Dickie Roberts: Former Child Star,17000000,23734486,22734486
154,2003-05-11,The Matrix Revolutions,150000000,427300260,139270910
188,2003-05-12,The Last Samurai,140000000,456810575,111110575
2591,2003-05-12,Honey,18000000,62646763,30272254
4830,2003-05-14,Dracula: Pages from a Virgin's Diary,1100000,81371,39659
139,2003-05-15,The Matrix Reloaded,150000000,738576929,281553689
485,2003-05-23,Bruce Almighty,81000000,484468608,242704995
382,2003-05-30,Finding Nemo,94000000,936429370,380529370
785,2003-05-30,The Italian Job,60000000,176262839,106126012
3373,2003-05-30,Wrong Turn,10000000,28649556,15417771
569,2003-06-06,2 Fast 2 Furious,76000000,236410607,127120058
3931,2003-06-06,Mambo Italiano,5500000,6148823,3031801
4150,2003-06-06,Whale Rider,4300000,39374600,20779666
1967,2003-06-08,Freaky Friday,26000000,160822438,110222438
609,2003-06-13,Hollywood Homicide,75000000,50409753,30207785
1800,2003-06-13,Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,26214846
2056,2003-06-13,Rugrats Go Wild,25000000,55443032,39402572
3774,2003-06-13,The Heart of Me,7000000,196067,196067
4064,2003-06-13,Tycoon,5000000,121016,121016
5360,2003-06-13,Manito,25000,0,0
197,2003-06-20,Hulk,137000000,245229234,132177234
1826,2003-06-20,Alex & Emma,30000000,15358583,14208384
3192,2003-06-20,From Justin to Kelly,12000000,4922166,4922166
3547,2003-06-20,The Legend of Suriyothai,9000000,454255,454255
260,2003-06-27,Charlie's Angels: Full Throttle,120000000,227200000,100814328
3603,2003-06-27,28 Days Later…,8000000,82955633,45064915
1016,2003-07-02,How to Lose a Guy in 10 Days,50000000,178890782,105807520
1038,2003-07-02,Shanghai Knights,50000000,88316835,60470220
4681,2003-07-02,May,1750000,634803,145540
600,2003-07-03,Tears of the Sun,75000000,85632458,43632458
2313,2003-07-03,Bringing Down the House,20000000,164675402,132675402
3811,2003-07-03,Nowhere in Africa,6500000,6173485,6173485
3941,2003-07-03,Irreversible,5400000,8133256,792200
1184,2003-07-11,Love Actually,45000000,247950247,59472278
1662,2003-07-11,Elf,32000000,220236410,173398518
219,2003-07-18,Bad Boys II,130000000,273271982,138540870
1203,2003-07-18,Johnny English,45000000,163126676,28013509
2752,2003-07-18,How to Deal,16000000,14108518,14108518
3394,2003-07-18,Dirty Pretty Things,10000000,14156753,8112414
4607,2003-07-18,This Thing of Ours,2000000,37227,37227
3692,2003-07-24,Masked and Anonymous,7500000,555335,533344
420,2003-07-25,Lara Croft: Tomb Raider: The Cradle of Life,90000000,157092943,65653758
438,2003-07-25,Seabiscuit,86000000,148715342,120277854
1287,2003-07-25,Spy Kids 3-D: Game Over,40000000,167851995,111760631
2930,2003-07-25,Buffalo Soldiers,15000000,353743,353743
4222,2003-07-25,Mondays in the Sun,4000000,146402,146402
645,2003-08-08,S.W.A.T.,70000000,207154748,116877597
1723,2003-08-10,Mystic River,30000000,156822020,90135191
1975,2003-08-15,Open Range,26000000,68613992,58331254
2019,2003-08-15,Freddy vs. Jason,25000000,114576403,82622655
4564,2003-08-15,American Splendor,2000000,8685632,6003587
4567,2003-08-20,Thirteen,2000000,9505996,4601043
1274,2003-08-22,The Medallion,41000000,22108977,22108977
2492,2003-08-22,Marci X,20000000,1646664,1646664
2984,2003-08-22,My Boss's Daughter,14000000,15549702,15549702
4895,2003-08-22,The Battle of Shaker Heights,1000000,839145,280351
2064,2003-08-29,Jeepers Creepers II,25000000,119923801,35623801
4053,2003-08-29,Party Monster,5000000,894030,742898
5068,2003-08-29,Civil Brand,500000,254293,254293
786,2003-09-05,Daddy Day Care,60000000,164285587,104148781
4024,2003-09-05,Les invasions barbares,5000000,25913869,8460000
234,2003-09-07,Pirates of the Caribbean: The Curse of the Black Pearl,125000000,634954103,305411224
1774,2003-09-19,Secondhand Lions,30000000,47902566,42070939
2241,2003-09-19,Underworld,22000000,95708457,51970690
2637,2003-09-19,Anything Else,18000000,13203044,3203044
4876,2003-09-19,Bubba Ho-Tep,1000000,1492895,1239183
463,2003-09-26,The Rundown,85000000,80831893,47641743
1412,2003-09-26,Duplex,40000000,10070651,9652000
1618,2003-09-26,Luther,35000000,32738814,5781086
2584,2003-09-26,Under the Tuscan Sun,18000000,57490024,43601508
3272,2003-09-26,The Gospel of John,11000000,4234355,4068087
4489,2003-09-26,My Life Without Me,2500000,12267275,432360
2533,2003-10-01,Just Married,19000000,101564935,56127162
5079,2003-10-01,The Slaughter Rule,500000,13134,13134
847,2003-10-10,Intolerable Cruelty,60000000,121327628,35327628
929,2003-10-10,Kill Bill: Volume 1,55000000,176469428,70098138
2683,2003-10-10,Good Boy!,17000000,45312217,37667746
3738,2003-10-10,The House of the Dead,7000000,13767816,10199354
3887,2003-10-10,The Flower of Evil,6000000,181798,181798
657,2003-10-12,Big Fish,70000000,123954323,66432867
2708,2003-10-17,Veronica Guerin,17000000,9438074,1569918
3511,2003-10-17,The Texas Chainsaw Massacre,9000000,107967319,80571655
5159,2003-10-17,Pieces of April,300000,3571253,2528664
3195,2003-10-22,In the Cut,12000000,23693646,4717455
877,2003-10-24,Beyond Borders,60000000,11427090,4426297
1163,2003-10-24,Scary Movie 3,45000000,155200000,110000082
1541,2003-10-24,Radio,35000000,53293628,52333738
3651,2003-10-24,The Singing Detective,8000000,524747,336456
4392,2003-10-24,Elephant,3000000,10051516,1266955
4930,2003-10-24,The Party's Over,1000000,0,0
3876,2003-10-31,Shattered Glass,6000000,3456602,2207975
902,2003-11-04,Anger Management,56000000,195660942,135560942
3736,2003-11-04,"House of 1,000 Corpses",7000000,17005466,12634962
4988,2003-11-04,The Young Unknowns,800000,58163,58163
5188,2003-11-04,Better Luck Tomorrow,250000,3809226,3802390
564,2003-11-07,The League of Extraordinary Gentlemen,78000000,179265204,66465204
4652,2003-11-07,Northfork,1900000,1445140,1420578
5077,2003-11-07,The Journey,500000,19800,19800
204,2003-11-14,Master and Commander: The Far Side of the World,135000000,212912137,93926386
545,2003-11-14,Looney Tunes: Back in Action,80000000,54540662,20950820
5157,2003-11-14,Tupac Resurrection,300000,7808524,7718961
309,2003-11-21,The Cat in the Hat,109000000,133818283,101018283
1323,2003-11-21,Gothika,40000000,141484812,59588068
2420,2003-11-21,21 Grams,20000000,59667625,16248701
416,2003-11-26,The Haunted Mansion,90000000,155750628,75817994
547,2003-11-26,Timeline,80000000,26703184,19480739
745,2003-11-26,The Missing,65000000,38253433,26900336
2575,2003-11-26,Bad Santa,18000000,77147031,60060328
4188,2003-11-26,The Cooler,4000000,11131455,8291572
4560,2003-11-26,Les Triplettes de Belleville,2000000,17403168,7301288
3915,2003-12-03,Bend it Like Beckham,5600000,74566042,32543449
1868,2003-12-09,Once Upon a Time in Mexico,29000000,97413527,56330657
4164,2003-12-09,Lost in Translation,4000000,117085297,44585453
4581,2003-12-09,"The Book of Mormon Movie, Volume 1: The Journey",2000000,1660865,1660865
4708,2003-12-09,Cabin Fever,1500000,30351664,21158188
501,2003-12-12,Something's Gotta Give,80000000,266685242,124685242
951,2003-12-12,Stuck On You,55000000,63537164,33832741
1963,2003-12-12,The Statement,27000000,1545064,765637
3178,2003-12-12,Girl with a Pearl Earring,12000000,43281552,11634362
383,2003-12-17,The Lord of the Rings: The Return of the King,94000000,1141403341,377845905
729,2003-12-19,Mona Lisa Smile,65000000,141205169,63803100
2721,2003-12-19,House of Sand and Fog,16500000,16157923,13005485
3336,2003-12-19,Calendar Girls,10000000,93074616,31011616
4777,2003-12-19,The Hebrew Hammer,1300000,90213,77755
3971,2003-12-24,Monster,5000000,64240813,34469210
355,2003-12-25,Peter Pan,100000000,95255485,48417850
511,2003-12-25,Cold Mountain,80000000,165173909,95632614
822,2003-12-25,Paycheck,60000000,98819789,53789313
1282,2003-12-25,Cheaper by the Dozen,40000000,190212113,138614544
2918,2003-12-25,The Company,15000000,3396508,2281585
1862,2003-12-31,Ripley's Game,30000000,0,0
4236,2003-12-31,Nothing,4000000,63180,0
5365,2003-12-31,Flywheel,20000,0,0
5386,2004-01-01,The Mongol King,7000,900,900
2211,2004-01-09,Vanity Fair,23000000,19123851,16123851
580,2004-01-10,Shark Tale,75000000,371917043,161412000
806,2004-01-10,Ladder 49,60000000,102332848,74541707
2265,2004-01-10,I Heart Huckabees,22000000,20034713,12784713
4368,2004-01-10,Woman Thou Art Loosed,3000000,6879730,6879730
1250,2004-01-16,Along Came Polly,42000000,173044410,88073507
1389,2004-01-16,Torque,40000000,46176322,21176322
3405,2004-01-16,Teacher's Pet: The Movie,10000000,6491969,6491969
2184,2004-01-23,Win a Date with Tad Hamilton!,24000000,16980098,16980098
3037,2004-01-23,The Butterfly Effect,13000000,95638592,57924679
4568,2004-01-23,Touching the Void,2000000,15396525,4593598
1113,2004-01-30,The Big Bounce,50000000,6626115,6471394
3605,2004-01-30,You Got Served,8000000,50811858,40066497
4971,2004-01-30,Latter Days,850000,865708,833118
5059,2004-01-30,Osama,500000,1971479,1127331
303,2004-02-04,Home on the Range,110000000,76482461,50026353
815,2004-02-04,Hellboy,60000000,99823958,59623958
904,2004-02-04,Walking Tall,56000000,47313824,46213824
1797,2004-02-04,The Prince & Me,30000000,29356757,28165882
3447,2004-02-04,Shaolin Soccer,10000000,42776032,488872
4565,2004-02-07,Before Sunset,2000000,11234552,5792822
584,2004-02-13,50 First Dates,75000000,196320329,120776832
1442,2004-02-20,Against the Ropes,39000000,6429865,5881504
1992,2004-02-20,Welcome to Mooseport,26000000,14469428,14469428
2096,2004-02-20,Eurotrip,25000000,20718223,17718223
2844,2004-02-20,Confessions of a Teenage Drama Queen,15000000,33118854,29331068
3298,2004-02-20,The Blue Butterfly,10400000,1610194,1610194
2006,2004-02-25,The Passion of the Christ,25000000,622341924,370782930
1089,2004-02-27,Twisted,50000000,40119848,25195050
3580,2004-02-27,Club Dread,8500000,7573551,5001655
3821,2004-02-27,"Good Bye, Lenin!",6400000,79384539,4063859
4066,2004-02-27,Decoys,5000000,96760,84733
1827,2004-03-09,Wicker Park,30000000,21577076,13001257
2423,2004-03-09,Paparazzi,20000000,16612072,15712072
2758,2004-03-09,The Cookout,16000000,11540112,11540112
3114,2004-03-09,Tae Guik Gi: The Brotherhood of War,12500000,69826708,1110186
3797,2004-03-09,"Remember Me, My Love",6700000,223878,223878
1560,2004-03-12,Closer,35000000,116177695,33987757
3181,2004-03-12,House of Flying Daggers,12000000,92863945,11050094
1895,2004-03-19,Dawn of the Dead,28000000,103452875,58990765
2365,2004-03-19,Eternal Sunshine of the Spotless Mind,20000000,72703462,34366518
2488,2004-03-19,Bon Voyage,20000000,8361736,2353728
1551,2004-03-26,The Ladykillers,35000000,77392139,39692139
1577,2004-03-26,Jersey Girl,35000000,37066129,25266129
2017,2004-03-26,Scooby-Doo 2: Monsters Unleashed,25000000,181185387,84185387
2513,2004-03-31,The Touch,20000000,5918742,0
212,2004-04-06,Harry Potter and the Prisoner of Azkaban,130000000,796688549,249538952
932,2004-04-16,Kill Bill: Volume 2,55000000,153535982,66207920
1649,2004-04-16,The Punisher,33000000,54533774,33664370
2463,2004-04-16,Connie & Carla,20000000,8047525,8047525
800,2004-04-23,Man on Fire,60000000,130968579,77906816
1749,2004-04-23,13 Going On 30,30000000,96439723,57139723
3584,2004-04-23,Silmido,8500000,30298347,298347
4307,2004-04-23,L'incomparable mademoiselle C.,3400000,493905,493905
1681,2004-04-30,Laws of Attraction,32000000,29948322,17848322
1825,2004-04-30,Godsend,30000000,16910708,14334645
2435,2004-04-30,Envy,20000000,14566246,13548322
2569,2004-04-30,Mean Girls,18000000,130953026,86047227
2704,2004-04-30,Bobby Jones: Stroke of Genius,17000000,2694071,2694071
563,2004-05-03,Hidalgo,78000000,108086731,67286731
795,2004-05-03,Starsky & Hutch,60000000,170200225,88200225
390,2004-05-11,The Incredibles,92000000,614726752,261441092
1406,2004-05-11,Alfie,40000000,35195939,13395939
157,2004-05-14,Troy,150000000,484161265,133298577
3530,2004-05-14,Breakin' All the Rules,9000000,12512317,12232382
635,2004-05-19,Shrek 2,70000000,937008132,441226247
241,2004-05-28,The Day After Tomorrow,125000000,556319450,186740799
1069,2004-05-28,Raising Helen,50000000,49928680,37485528
2754,2004-05-28,Soul Plane,16000000,14553807,13922211
4023,2004-05-28,Saved!,5000000,10206551,8886160
5378,2004-05-28,On the Down Low,10000,1987,1987
1892,2004-06-02,Miracle,28000000,64474705,64378093
2573,2004-06-02,Barbershop 2: Back in Business,18000000,65842412,65070412
2609,2004-06-02,Catch That Kid,18000000,16959614,16703799
2929,2004-06-02,The Return,15000000,5953886,501752
4182,2004-06-02,What the #$'! Do We Know,4000000,10941801,10941801
5302,2004-06-02,The Lost Skeleton of Cadavra,100000,110536,110536
789,2004-06-08,Collateral,60000000,217670152,100170152
1807,2004-06-08,Little Black Book,30000000,21758371,20422207
3694,2004-06-08,Code 46,7500000,1788324,197148
4993,2004-06-08,Saints and Soldiers,780000,1310470,1310470
5050,2004-06-08,Open Water,500000,55518641,30500882
5129,2004-06-10,Tarnation,400000,1162014,592014
307,2004-06-16,Around the World in 80 Days,110000000,72004159,24004159
590,2004-06-18,The Terminal,75000000,218673959,77073959
1715,2004-06-18,Dodgeball: A True Underdog Story,30000000,167791704,114326736
4815,2004-06-18,Grand Theft Parsons,1200000,0,0
2328,2004-06-23,White Chicks,20000000,111448997,69148997
3830,2004-06-23,Fahrenheit 9/11,6000000,221148959,119114517
631,2004-06-25,Two Brothers,72000000,62176754,19176754
1728,2004-06-25,The Notebook,30000000,116025023,81001787
2875,2004-06-25,De-Lovely,15000000,18524496,13337299
43,2004-06-30,Spider-Man 2,200000000,783705001,373524485
3149,2004-07-04,Johnson Family Vacation,12000000,31286759,31203964
104,2004-07-05,Van Helsing,170000000,300150546,120150546
1404,2004-07-05,New York Minute,40000000,21215882,14018364
4987,2004-07-05,The Mudge Boy,800000,62544,62544
5323,2004-07-05,Super Size Me,65000,22233808,11529368
426,2004-07-07,King Arthur,90000000,203877963,51877963
312,2004-07-16,"I, Robot",105000000,348629585,144801023
2535,2004-07-16,A Cinderella Story,19000000,70164105,51438175
4107,2004-07-16,Camping Sauvage,4600000,3479302,3479302
4323,2004-07-16,Maria Full of Grace,3200000,14441158,6529624
